DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
GBR,SMR,82890,140913,5688925544
GBR,SMR,5040,12096,488338502
GBR,SMR,11860,2357,970544247
GBR,SMR,2168770,39627061,1613613852
GBR,SMR,291470,7274875,2947182493
GBR,SMR,521376,11548005,4665382849
GBR,SMR,19350,32895,132803365
GBR,SMR,9750,2340,94470246
GBR,SMR,49561,46398,1873175416
GBR,SMR,11730,20295,834995155
GBR,SMR,792490,16014654,6568430736
GBR,SMR,185380,4286928,1752631425
GBR,SMR,121032,2703191,1105290144
GBR,SMR,89328,2138222,8499624889
GBR,SMR,66110,7261585,2878180046
GBR,SMR,63510,6961192,2759117178
GBR,SMR,65470,7105142,2925691426
GBR,SMR,1300,247,99718593
GBR,SMR,799,177311,717136112
GBR,SMR,828,267862,1083370537
GBR,SMR,27,8641,3494861
GBR,SMR,130158,2335126,9538721169
GBR,SMR,7830,287249,1182486361
GBR,SMR,5236,1362647,5548870439
GBR,SMR,1704,615153,2515345908
GBR,SMR,203032,8589321,3489247037
GBR,SMR,50280,140784,5604146452
GBR,SMR,299520,448884,1810721746
GBR,SMR,10658,380941,1558936283
GBR,SMR,2968,661069,2671870558
GBR,SMR,324,106219,421006441
GBR,SMR,141115,4494587,1803688341
GBR,SMR,90,28717,118216115
GBR,SMR,149760,224442,9053608728
GBR,SMR,10880,273125,1089738706
GBR,SMR,45675,836162,3337362712
GBR,SMR,3290,713966,2889498938
GBR,SMR,1572,50359,2038084124
GBR,SMR,17215,1557069,6287502725
GBR,SMR,10620,3292367,1332457141
GBR,SMR,79200,11970,482849451
GBR,SMR,8640,226744,917068375
GBR,SMR,4760,83724,334659711
GBR,SMR,133505,2439195,9774852248
GBR,SMR,6860,1504043,6137244671
GBR,SMR,3480,1124933,4599416277
GBR,SMR,149159,7569456,3057248318
GBR,SMR,4000,1246492,512842957
GBR,SMR,307880,451556,1821500139
GBR,SMR,10478,3873124,1585010154
GBR,SMR,4500,2132856,862635742
GBR,SMR,120,12,489292
GBR,SMR,27,27,11009
GBR,SMR,60,6,244646
GBR,SMR,1531866,24578965,1012090500
GBR,SMR,388602,16879572,6832353038
GBR,SMR,7140,149443,615195559
GBR,SMR,99640,2178896,8967660304
GBR,SMR,3710,805195,3256619229
GBR,SMR,1656,530554,2145830958
GBR,SMR,45519,2012012,8127178446
GBR,SMR,10620,3292711,1331740257
GBR,SMR,79200,11970,482849451
GBR,SMR,12819,5371216,2135106701
GBR,SMR,8640,228981,929697207
GBR,SMR,125627,4704271,1902306748
GBR,SMR,47040,131712,5390089689
GBR,SMR,1112396,43794024,1765036706
GBR,SMR,590484,24083172,9766910831
GBR,SMR,23760,805464,3225931648
GBR,SMR,59677571,281931564,11322331023
GBR,SMR,20981,112716,4612710682
GBR,SMR,291291,12550698,5102850242
GBR,SMR,4090227,193399279,7793754696
GBR,SMR,11837664,54864,2214308146
GBR,SMR,40840,9189,3760442037
GBR,SMR,271832,10927272,4331100748
GBR,SMR,7113312,34992,140281645
GBR,SMR,40880,9198,3683854188
GBR,SMR,94656,21254844,8534800553
DOM,CTG,23552,32448,1290405043
DOM,SMR,325766,1825381,7283069395
DOM,SMR,1360,573544,228837747
DOM,SMR,71,102666,409626046
DOM,SMR,366764,1183696,4722816832
DOM,SMR,1372,217674,868495315
DOM,SMR,3301507,17695047,710211714
DOM,SMR,2640,59532,2409360918
DOM,SMR,907649,3326691,1330304947
DOM,SMR,224,59331,236234943
DOM,SMR,76,109896,438472951
DOM,SMR,187,163808,652814171
DOM,SMR,25,539,217423437
DOM,SMR,608689,1380729,5524738926
DOM,SMR,75998,377285,1511219057
DOM,SMR,923725,2518492,1014481429
DOM,SMR,90,21987,882741404
DOM,SMR,120,187425,747805133
DOM,SMR,9968,368494,1470250525
DOM,SMR,44118,209327,844092189
DOM,SMR,291,58,2339621
DOM,SMR,2889172,14650565,5838319115
DOM,SMR,26400,3432,1404487656
DOM,SMR,197044,72206,2870253485
DOM,SMR,75,21851,87183086
DOM,SMR,799454,1834873,7337336526
DOM,SMR,96535,479607,1906480989
DOM,SMR,278447,7032,2795283287
DOM,SMR,651,3982,15828808
DOM,SMR,60,12,4770108
DOM,SMR,400,80,3180072
DOM,SMR,144099,771388,317635208
DOM,SMR,12936,4796,197485371
DOM,SMR,3861,207636,854984833
DOM,SMR,600,2256,928955376
DOM,SMR,100,92,37882932
DOM,SMR,95856,28852,1188041688
DOM,SMR,534269,2587227,1065345049
DOM,SMR,12,4194,17264978
DOM,SMR,96811120,987153411,39915713198
DOM,SMR,7200,1124,456000056
DOM,SMR,37578,12105824,4983471402
DOM,SMR,47938,92400,3733803374
DOM,SMR,117760,150400,615486432
DOM,SMR,200037,19163545,7842355011
DOM,SMR,143,132079,533228018
DOM,SMR,78000,110700,452961891
DOM,SMR,26000,36900,147786714
SWE,SMR,1371384,88452,3571634898
SWE,SMR,8696592,425088,1721902199
SWE,SMR,20088,11070,449103258
SWE,SMR,783648,50544,200916949
SWE,SMR,783648,50544,2068427275
SWE,SMR,82511568,4033152,1615024739
SWE,SMR,783648,50544,2055012898
CHE,SMR,1388641,60295704,2429249711
SUR,SMR,183768,4560,187767576
SUR,SMR,94896,295584,1217129193
SUR,SMR,14484,3746352,1491299102
SUR,SMR,179232,58632,2333946434
TUR,SMR,508896,17273103,6923279777
URY,CTG,107220,11408208,4534865354
URY,CTG,64833,6794498,278053280
URY,CTG,65072,6819546,2790783268
XCF,SMR,42874,4673266,1885116059
XCF,SMR,7433,839929,3340263244
XCF,SMR,45017,4771802,1963257725
DEU,RCH,82365000,1459919625,57864936281
BRA,RCH,10019320,229803124,9147704016
BRA,RCH,69869940,1934139679,76991717960
CAN,RCH,57650000,390691687,15738109729
CAN,RCH,57650000,390691687,15738109729
KOR,RCH,230542500,175426783,70211688465
KOR,RCH,230542500,175426783,70211688465
KOR,RCH,83015500,642955048,26311842316
KOR,RCH,83015500,642955048,26311842316
KOR,RCH,84295500,697376672,28538954761
KOR,RCH,84295500,697376672,28538954761
KOR,RCH,81297500,628754865,25730723967
KOR,RCH,238414500,1854738816,75902032989
CHL,RCH,63030000,65469261,25949199882
CHL,RCH,69676000,758214232,31028628480
CHL,RCH,2,135000,548120250
CHN,RCH,84904500,583718438,23136088893
CHN,RCH,253572500,1873185298,75905328045
CHN,RCH,76497500,538312908,21336408928
CHN,RCH,402277500,2867795158,1.14E+13
CHN,RCH,81158500,563645783,22340495161
CHN,RCH,242413500,1796117748,72777315127
CHN,RCH,155205000,1079140365,42772483765
CHN,RCH,164220000,123772614,50651838145
CHN,RCH,49282000,529239398,21487913418
ESP,RCH,39902000,63484082,25162360289
ESP,RCH,39902000,63484082,25162360289
USA,RCH,1,5117,2077578755
USA,RCH,2,277723,1127597038
USA,RCH,1,1223813,4968864351
USA,RCH,12,51875941,2106241019
USA,RCH,1,2380,9663157
USA,RCH,3,3179439,1290899926
USA,RCH,1,734288,2981319423
USA,RCH,4,74126435,3009644451
USA,RCH,16,32484769,1318930349
USA,RCH,261,28679439,1164428243
USA,RCH,159,1784954,7247180983
USA,RCH,7,3007147,1220946789
USA,RCH,4,1294716,5256741167
USA,RCH,9,180133,7313669999
USA,RCH,30,9296995,3774719425
USA,RCH,3,990585,4021923687
USA,RCH,20,3539652,1437151807
USA,RCH,25,4194952,1703213436
USA,RCH,19,5470144,2220960516
USA,RCH,3,1205499,4894506764
USA,RCH,4,975377,3960176926
USA,RCH,2,20000,81203000
GTM,RCH,4609790,460979,1859510920
GTM,RCH,20019610,279073363,11481887467
ISR,RCH,84506000,927791374,36773660562
ISR,RCH,84506000,927791374,36773660562
MAR,RCH,36158000,316454816,12542908151
MAR,RCH,36158000,316454816,12542908151
MAR,RCH,69481000,603928852,24714761589
NLD,RCH,242877000,281981776,1.13E+13
NLD,RCH,242877000,281981776,1.13E+13
PER,RCH,1053200,2822576,1117110662
PER,RCH,1053200,2822576,1155091244
GBR,RCH,9000000,67012907,2705438380
GBR,RCH,9360000,75630222,3053335760
GBR,RCH,32700000,338745608,13675803812
GBR,RCH,35701710,368567957,14879788703
TUR,RCH,30151500,439789779,17431375744
TUR,RCH,30151500,439789779,17431375744
TUR,RCH,83173500,883718438,36164674754
TUR,RCH,83173500,883718438,36164674754
TUR,RCH,83314000,709918594,28138120416
TUR,RCH,411963000,4267389108,1.74E+13
USA,ADZ,192,3891864,1547732043
PAN,ADZ,11,122096897,4938221209
PAN,ADZ,2,136701,5528885615
ALB,BUN,19973,8508498,3435042304
DEU,BUN,63227,30013061,1204312033
DEU,BUN,104976,3599627,1452028338
DEU,BUN,22792,10553955,4285604383
DEU,BUN,19258,8958271,3687752882
DEU,BUN,598483,314863358,12544377802
DEU,BUN,474839,275484115,11046923518
DEU,BUN,163344,67878615,2715385062
DEU,BUN,156905,64341642,2647201743
DEU,BUN,281032,148916321,6097121349
DEU,BUN,262016,103807346,4120044731
DEU,BUN,14400,264240,1066787086
DEU,BUN,42017,15608269,6186446676
DEU,BUN,41974,16748994,6708072591
DEU,BUN,383125,153776901,6114249795
DEU,BUN,729416,285795581,11605673066
DEU,BUN,72000,1172160,4748916067
DEU,BUN,900000,756000,3052115640
DEU,BUN,132500,12612808,5051505281
DEU,BUN,300000,252000,1017371880
DEU,BUN,23443,1785677,7124654805
DEU,BUN,300000,252000,1017371880
DEU,BUN,998075,838383,3384711464
DEU,BUN,252342,96299484,3952101885
DEU,BUN,62889,25177948,1008391924
DEU,BUN,20988,8143545,3293664919
DEU,BUN,125006,46636855,1885477629
DEU,BUN,80416,34527403,1388455844
DEU,BUN,20662,795487,323428309
DEU,BUN,12902,11236406,4598308136
DEU,BUN,4076,2394306,9798290272
DEU,BUN,20989,7820027,3108531113
DEU,BUN,19262,9427231,3731081203
DEU,BUN,105019,45604576,1820566557
DEU,BUN,20921,8850976,3544868994
DEU,BUN,167982,6442003,2580060854
DEU,BUN,1600,27200,110906368
DEU,BUN,99550,9579099,387427617
DEU,BUN,40000,37600,151672008
DEU,BUN,38412,23906436,9600204027
DEU,BUN,20000,19000,78236490
DEU,BUN,125000,118750,4889780625
DEU,BUN,19234,737181,2921868496
DEU,BUN,1002,1027455,4099432429
DEU,BUN,160000,147200,593779776
DEU,BUN,120000,111600,456704028
DEU,BUN,50000,47500,195591225
DEU,BUN,60000,55200,225896616
ABW,BUN,54,8034,326645568
ABW,BUN,24,2052,8343001
ABW,BUN,1534,70196,2854021945
ABW,BUN,852,17205,699519169
ABW,BUN,2184,49572,2015493417
ABW,BUN,1386,68253,2775023645
ABW,BUN,1111,53759,2185728043
ABW,BUN,778,164986,6707984284
ABW,BUN,9,1936,7871368
ABW,BUN,1,548,2228052
SAU,BUN,19938,9645994,3894271052
SAU,BUN,57832,24868338,1017694456
SAU,BUN,19273,8901428,3665349909
SAU,BUN,39900,17294198,6877625837
SAU,BUN,19348,17701659,7062767223
SAU,BUN,18796,14055269,5594938765
ARG,BUN,842868,4829918,1939347086
ARG,BUN,1646529,1214311,4868023161
ARG,BUN,15642276,32821424,1312097969
ARG,BUN,1039392,11573798,4600688869
ARG,BUN,25956,1451617,577030822
AUS,BUN,19984,7958848,3235900461
AUS,BUN,19903,7874079,3196994185
AUS,BUN,39040,17162323,7066946904
AUS,BUN,19181,9565093,3861609781
AUS,BUN,276984,123968497,4972868059
AUS,BUN,1399,986295,3920611391
AUS,BUN,500,2755,1095137295
AUS,BUN,79303,34045694,1355672703
AUS,BUN,19052,7262622,2990537124
AUS,BUN,11141,56754,2256022578
AUS,BUN,8136,4412385,1753962749
AUS,BUN,15461,8105845,3208107016
AUS,BUN,18929,9448291,3763507334
AUS,BUN,13432,6002094,2394769483
AUS,BUN,19086,7054208,2876310987
AUS,BUN,38203,19631355,8033798301
AUS,BUN,1008,511056,2031493595
AUS,BUN,19100,7059383,2878421062
AUS,BUN,14544,283905,1148256611
AUS,BUN,23631,45468,1838957806
AUS,BUN,41806,17422577,6905560352
BHS,BUN,60000,466224,1882234871
BHS,BUN,220000,1709488,6901527859
BHS,BUN,140000,1073856,4335360705
BHS,BUN,13535,1056894,4350799271
BRB,BUN,132500,1009703,4076362855
BRB,BUN,79500,6058218,2445817713
BRB,BUN,513872,1308927,5242331169
BRB,BUN,11658,40535,1623451071
BRB,BUN,48384,26808,1073676484
BRB,BUN,754793,2250112,9011833566
BEL,BUN,61903,22338771,8879862521
BEL,BUN,96237,34746688,1421949137
BEL,BUN,20999,8251283,3350144667
BEL,BUN,229535,99628293,3978804578
BEL,BUN,41763,15974268,6331512942
BEL,BUN,63050,24116505,9558745572
BEL,BUN,20990,8028635,3182205683
BEL,BUN,105079,40192518,1655011333
BEL,BUN,71725,7136638,2858266339
BEL,BUN,267900,257205,1030121457
BEL,BUN,20000,19900,79700694
BEL,BUN,80000,88800,355649328
BEL,BUN,20972,9122166,3703736228
BEL,BUN,19967,8042271,3262701091
BEL,BUN,19251,7734827,3184977449
BEL,BUN,108012,48662506,1984073304
BEL,BUN,6027,2958759,1210821822
BEL,BUN,97639,37393135,1513546463
BEL,BUN,19970,8587385,3398689473
BEL,BUN,124212,60787662,2416364273
BEL,BUN,39771,14949347,5945116112
BEL,BUN,27504,13507794,5540049666
BEL,BUN,40968,17392875,7098042541
BEL,BUN,209940,79599222,3267082488
BEL,BUN,100000,71500,294336185
BEL,BUN,105039,41694373,1658118503
BEL,BUN,144000,8472282,3400913787
BEL,BUN,39907,15522868,6173196238
BEL,BUN,24775,2217363,9074181125
BEL,BUN,53242,8870867,3581465099
BEL,BUN,24925,1707363,688721209
BEL,BUN,99950,8945525,3660804032
BEL,BUN,72,24,9633996
BEL,BUN,24336,543918,2211456365
BEL,BUN,26120,168474,6795954754
BEL,BUN,47766,5762968,2343101766
BEL,BUN,900000,634500,2540836215
BOL,BUN,24000,48180,1958897622
BOL,BUN,5633398,27599546,1120953285
BOL,BUN,5623,4907275,1945032797
BOL,BUN,2400,6168,2496257448
BOL,BUN,1131,38654,152983641
BOL,BUN,1230,431419,1775606726
BOL,BUN,6360,88404,3577807124
BOL,BUN,120,3264,13209767
BOL,BUN,10,1281,52747865
BOL,BUN,31925,1312,525463872
BOL,BUN,300,591,241856703
BOL,BUN,300,1107,455830497
BOL,BUN,500,450,18529695
BOL,BUN,151021,804739,3295964429
BOL,BUN,2014713,5405442,2217240199
BOL,BUN,91888,228611,934046047
BOL,BUN,331432,950074,3908520427
BOL,BUN,450,10030,401707518
BOL,BUN,212541,8000,32040480
BOL,BUN,11053,9667,3871691502
BOL,BUN,48,942,377276652
BOL,BUN,90,468,187436808
BOL,BUN,104,900,3604554
BOL,BUN,30,900,3604554
BOL,BUN,77,1804862,7431898306
BOL,BUN,221,5749228,2367365363
BOL,BUN,132,4281552,1763018949
BOL,BUN,1475,2216,887521296
BOL,BUN,681992,3010786,1191613598
BOL,BUN,1264007,6507558,2679623665
BOL,BUN,2,28,11529588
BOL,BUN,10,7,288239
BOL,BUN,10,417,1717085
BOL,BUN,20,5641,232280021
BOL,BUN,18,13668,5628086
BOL,BUN,10,164,6753044
BOL,BUN,305,205,8441305
BOL,BUN,4,1132,4661247
BOL,BUN,1390496,6771201,2691613338
BOL,BUN,6,1106,4377293
BOL,BUN,200,40,1590036
BOL,BUN,186938,1572478,6297868738
BOL,BUN,4658,10848,4423206912
BOL,BUN,139600,454171,1818982105
BOL,BUN,1561101,7007587,2829096016
BOL,BUN,148,2320,92222088
BOL,BUN,10105,10857,4348293642
BOL,BUN,56700,630504,2563496858
BOL,BUN,60467,36297,1453716628
BOL,BUN,162358,101774,4076109764
BOL,BUN,18475,227944,912929396
BOL,BUN,459,3549,1406670992
BOL,BUN,542136,1484052,5943717303
BOL,BUN,2448,5754,2322999126
BOL,BUN,79963,235876,944697532
BOL,BUN,220,213576,8465234263
BOL,BUN,1,950,38353305
BOL,BUN,17,17266,69151365
BOL,BUN,199,7164,28692249
BOL,BUN,815,5301,215058389
BOL,BUN,2326756,51011,2069485663
BOL,BUN,1562,2954568,119865051
BOL,BUN,6,201,80501706
BOL,BUN,3710,64230,2572450038
BOL,BUN,100,2510,100527006
BOL,BUN,2368,566868,2299749463
BOL,BUN,732,61308,248722877
BOL,BUN,3740,4339646,1760568344
BOL,BUN,519,308217,1250417875
BOL,BUN,7043,790972,3208925945
BOL,BUN,590,2682,10880713
BOL,BUN,1,4778,191361766
BOL,BUN,684,226116,917339045
BOL,BUN,53,31702,128613111
BOL,BUN,100,50,2018595
BOL,BUN,67,121,48849999
BOL,BUN,100,50,2018595
BOL,BUN,200,235,94795005
BOL,BUN,6704,439112,1771303159
BOL,BUN,62500,10889649,4413239963
BOL,BUN,123500,88360,3638408556
BOL,BUN,238,3623349,1490750856
BOL,BUN,2550,22386,8859863922
BOL,BUN,3203,2127998,8422126644
BOL,BUN,8175,6129237,2425811032
BOL,BUN,4757,280,11097996
BOL,BUN,18441,13083,518553863
BOL,BUN,22613,932485,3695969571
BOL,BUN,29652,20121,797509919
BOL,BUN,20025,113475,449766105
BOL,BUN,1351,101325,40160873
BOL,BUN,675,4275,169442617
BOL,BUN,130441,64302,2548654781
BOL,BUN,30956,356981,1414919181
BOL,BUN,134,10728,425211789
BOL,BUN,1618049,9426558,3827323946
BOL,BUN,211500,144152,5860917601
BOL,BUN,13917,5228928,2114845159
BOL,BUN,300,33822,134055864
BOL,BUN,33400,1298308,5145934637
BOL,BUN,150506,454464,1870841957
BOL,BUN,25347,12852,529064146
BOL,BUN,27134,255964,1053698842
BOL,BUN,54259,313058,123901156
BOL,BUN,771096,2734822,1082379647
BOL,BUN,2941044,10171621,4025693644
BOL,BUN,6864,33072,1308913694
BOL,BUN,600,3180,125857086
BOL,BUN,300,75264,298314132
BOL,BUN,144,47275,187377771
BOL,BUN,960,56448,223735599
BOL,BUN,6048,34895,1422822688
BOL,BUN,279858,973022,3967438823
BOL,BUN,938976,3559613,1451410843
BOL,BUN,29100,6530916,2588574273
BOL,BUN,600,13524,536033206
BOL,BUN,1224,171532,679879089
BOL,BUN,14220,246078,9753473784
BOL,BUN,202,90,3567213
BOL,BUN,21,525,20808742
BOL,BUN,1124596,4786613,1902721747
BOL,BUN,3762096,13166102,523364404
BOL,BUN,5412,26076,1036544468
BOL,BUN,63,1643355,6672267803
BOL,BUN,1,15,605578
BOL,BUN,14,5962,24069726
BOL,BUN,224,5797568,2386621045
BOL,BUN,125,3560625,1465763327
BOL,BUN,3448032,5839268,2352085357
BOL,BUN,177348,727734,2914618334
BOL,BUN,6164304,54449812,2225003004
BOL,BUN,104182,4719406,1928180806
BOL,BUN,176004,4969032,2031545516
BOL,BUN,12681,342839,1401310884
BOL,BUN,1473258,8536394,3481211604
BOL,BUN,90547,270245,1104463551
BOL,BUN,100224,390689,1597417045
BOL,BUN,76864,452526,1851553601
BOL,BUN,81705,390131,159147209
BOL,BUN,3408,575128,2366243379
BOL,BUN,1656,531207,2185539648
BOL,BUN,567197,3728492,1524472816
BOL,BUN,17344,738761,302251183
BOL,BUN,3769,140975,576722183
BOL,BUN,726,22646,926139262
BOL,BUN,966192,3405162,1390445863
BOL,BUN,180866,422457,1726208114
BOL,BUN,107593,1150133,4692997037
BOL,BUN,823864,3564435,1458162438
BOL,BUN,4500,95804,3941654391
BOL,BUN,300,92762,381649768
BOL,BUN,87760,452268,1860761709
BOL,BUN,27045,279986,1142410599
BOL,BUN,9755,22895,93682873
BOL,BUN,114,18171,74361728
BOL,BUN,16622,2345909,9568964118
BOL,BUN,3770,19231,7842931804
BOL,BUN,290304,597408,2392654884
BOL,BUN,3000,16170,665280693
BOL,BUN,63302,297829,1225354876
BOL,BUN,10318,524781,214660389
BOL,BUN,1496219,5963471,2435296234
BOL,BUN,42288,54841,224254564
BOL,BUN,70703,492272,2012211008
BOL,BUN,96768,669076,2752772696
BOL,BUN,751395,2256455,9161545768
BOL,BUN,4071,1420175,5791715555
BOL,BUN,3120,32196,1289469117
BOL,BUN,310,4154,1651979336
BOL,BUN,3,11661,47976735
BOL,BUN,2400,1296,519055776
BOL,BUN,1015,103699,422624163
BOL,BUN,286,19864,8129004
BOL,BUN,2,14762,60735148
BOL,BUN,10,96088,395333897
BOL,BUN,2,1029,42336044
BOL,BUN,7,53596,2121206409
BOL,BUN,1,24303,99989589
BOL,BUN,37,291228,1198196448
BOL,BUN,1,2267,9327095
BOL,BUN,6,7348,302318029
BOL,BUN,4,48164,198160663
BOL,BUN,99,405702,1669175681
BOL,BUN,378,30715,125629748
BOL,BUN,14700,20796,8328922776
BOL,BUN,104,12913,52844256
BOL,BUN,5414163,2743468,1118759898
BOL,BUN,378932,15243,6065608672
BOL,BUN,227609,220399,8960960502
BOL,BUN,8599,384958,1565158386
BOL,BUN,5068,141454,575122258
BOL,BUN,694,18965,77107707
BOL,BUN,188342,84436,3432990444
BOL,BUN,25232,7067,287329379
BOL,BUN,22706,122671,498754525
BOL,BUN,8091,29,11931441
BOL,BUN,25,1,411429
BOL,BUN,24,16,6582864
BOL,BUN,25,1,411429
BOL,BUN,765886,355125,1437229939
BOL,BUN,98471,578475,2341151957
BOL,BUN,699726,6028693,2455061522
BOL,BUN,19758,895842,3653910891
BOL,BUN,35628,938558,3811951008
BOL,BUN,5955,158648,64812865
BOL,BUN,533547,2344075,9561729845
BOL,BUN,23987,78704,319987686
BOL,BUN,1838,11225,45626068
BOL,BUN,38723,223231,907707565
BOL,BUN,200537,1563194,6391965125
BOL,BUN,8226,377147,1541176729
BOL,BUN,1429,53443,216815044
BOL,BUN,48,14631,59694779
BOL,BUN,259626,1686924,6876548088
BOL,BUN,439184,810598,3297597696
BOL,BUN,64424,1128803,4597274683
BOL,BUN,278591,1188106,4841166449
BOL,BUN,8321,9155,372926025
BOL,BUN,397,9258,3755915
BOL,BUN,2895,130265,533087367
BOL,BUN,2555,196978,800898099
BOL,BUN,12122,183051,748127413
BOL,BUN,818,69643,283229204
BOL,BUN,433,44238,179470911
BOL,BUN,21,1458,5915018
BOL,BUN,237079,1948569,7974187375
BOL,BUN,2734,112417,460047461
BOL,BUN,8349,44571,1823992404
BOL,BUN,24027,671412,2747639469
BOL,BUN,4500,67275,2713759133
BOL,BUN,517,5970,242727663
BOL,BUN,2540,21882,8896761678
BOL,BUN,1124,1900592,7727407947
BOL,BUN,13125,117438,4741195192
BOL,BUN,2400,805068,3256105576
BOL,BUN,6000,60768,2457767836
BOL,BUN,1840,4272,1727814672
BOL,BUN,3820,356176,1440557394
BOL,BUN,19152,5406844,2186803463
BOL,BUN,4300,253872,1026787843
BOL,BUN,813861,40075,1649723443
BOL,BUN,1,38511,1554762241
BOL,BUN,17895492,37123439,1517316319
BOL,BUN,7401,1942704,7921258995
BOL,BUN,33096,865248,3527996802
BOL,BUN,20196,42075,1665231728
BOL,BUN,4608,26496,106880359
BOL,BUN,5584,377824,1524077785
BOL,BUN,2544,13536,546019228
BOL,BUN,51157,1814692,7399297744
BOL,BUN,11016,410904,1675436405
BOL,BUN,1955,53424,217833154
BOL,BUN,200,2096,845490768
BOL,BUN,19328,133728,539436018
BOL,BUN,20992,38528,1554154022
BOL,BUN,28928,233984,943851678
BOL,BUN,4704,37632,15180109
BOL,BUN,26112,215232,868209298
BOL,BUN,432,288,116174304
BOL,BUN,98842,2034032,8062028214
BOL,BUN,1764,71148,290101701
BOL,BUN,8928,375552,1531290746
BOL,BUN,381018,8414114,3416256496
BOL,BUN,130000,36816,1463469134
BOL,BUN,3570,1956441,777702905
BOL,BUN,120,11524,458089371
BOL,BUN,672551,14422368,5822583986
BOL,BUN,218304,46238,1866715912
BOL,BUN,188817,1869034,7567791573
BOL,BUN,5959043,12905667,5228949886
BOL,BUN,24075,2318423,9228876883
BOL,BUN,2010,1823,735979737
BOL,BUN,1964,3428,138394872
BOL,BUN,3335,253,102140907
BOL,BUN,5000,5700,22592349
BOL,BUN,2500,3400,13476138
BOL,BUN,1980,59202,2346512711
BOL,BUN,11000,18810,745547517
BOL,BUN,2000,3460,137139522
BOL,BUN,500,2320,91954824
BOL,BUN,330,825,326994525
BOL,BUN,102838,807177,3258726912
BOL,BUN,1908644,4192913,1692758643
BOL,BUN,199166,18582189,7538682584
BOL,BUN,43727,421091,1708340922
BOL,BUN,221792,2206846,8909456603
BRA,BUN,6000,2916874,1156123428
BRA,BUN,30,940,37949586
BRA,BUN,108,9708,391930403
BRA,BUN,383,1811355,7312784285
BRA,BUN,1774224,443532,1824819272
BRA,BUN,152010,10046793,402484614
BRA,BUN,252478,37087851,1510341523
BRA,BUN,100206,23147586,9362064305
BRA,BUN,4,9664,39015403
BRA,BUN,38000,6657296,2675432715
BRA,BUN,25000,59261,2364448713
BRA,BUN,12000,3746304,1494734087
BRA,BUN,4153,232624,922021506
BRA,BUN,977,87652,347414837
BRA,BUN,912,15583,617643111
BRA,BUN,3906,71041,281575973
BRA,BUN,456,83833,332277963
BRA,BUN,163,135561,537305512
BRA,BUN,2,523,20729471
BRA,BUN,163,70483,279364304
BRA,BUN,17,232948,923305704
CAN,BUN,134474,50579853,2032381830
CAN,BUN,57752,2135794,8643793255
CAN,BUN,134656,54700446,2203779708
CAN,BUN,96178,40392468,1617742579
CAN,BUN,123832,49101168,2009101603
CAN,BUN,96128,39724078,1600634126
CAN,BUN,38428,15924414,6361807435
CAN,BUN,194688,76029285,3077356957
CAN,BUN,79000,33790723,1372399006
CAN,BUN,19261,7337571,2916750511
CAN,BUN,96157,39082511,1606903959
CAN,BUN,19234,750538,3071449174
CAN,BUN,76942,30538991,1249756290
CAN,BUN,10182,5253491,2144649198
CAN,BUN,19279,7486812,3022568254
CAN,BUN,148850,109445,4441315057
CAN,BUN,647442,10674108,4266233368
CAN,BUN,12644,217384,8645013865
CAN,BUN,9075,16830,679459077
CAN,BUN,2931,298376,1186071453
CAN,BUN,8438,884302,3515180037
CAN,BUN,1785,192423,764898743
CAN,BUN,87850,64152,2625311542
CAN,BUN,6120,20130,797866641
CAN,BUN,100000,74500,303769280
CAN,BUN,43000,33540,1372567482
CAN,BUN,6942247,1313594,526581576
CAN,BUN,42998,3610985,1429686599
CAN,BUN,28753,2734216,1087353956
CAN,BUN,47988,16878,6759740268
CAN,BUN,18648,4536,1816695216
CAN,BUN,38571,15135812,6019270259
CAN,BUN,21500,23865,9818753085
CAN,BUN,320000,243520,9716180128
CAN,BUN,19261,7995742,3292414679
CAN,BUN,38485,15976124,6578504556
CAN,BUN,60000,44700,181740813
CAN,BUN,4103412,7215648,2968726841
CAN,BUN,770,239425,9517359232
CAN,BUN,55,741825,2948821138
CAN,BUN,272448,5052672,2067501171
CAN,BUN,60000,44700,181740813
COG,BUN,4263456,817408,3239853826
COG,BUN,690816,12325066,4885126185
COG,BUN,4263456,88644,352367878
KOR,BUN,33059,18008281,7333205687
KOR,BUN,19230,9496359,3780187138
KOR,BUN,19207,8244329,335197104
KOR,BUN,1,3000,12342870
KOR,BUN,224523,94629267,3840606061
KOR,BUN,38491,17938047,7386367551
KOR,BUN,35,35054,1417762535
KOR,BUN,193003,84459631,3396740206
KOR,BUN,19295,87416,3479742487
KOR,BUN,109376,45826049,1834595683
KOR,BUN,158585,67291036,2719093158
KOR,BUN,38574,17815788,7081936072
KOR,BUN,19304,7383743,2926598224
KOR,BUN,19272,8476167,346872725
KOR,BUN,38531,17903752,7281284768
KOR,BUN,5510,861587,3495406764
KOR,BUN,808764,329295116,13371122757
KOR,BUN,38489,14698285,5957205263
KOR,BUN,57741,25826914,1040548688
KOR,BUN,211722,88489304,3553175315
KOR,BUN,278631,119023271,4866824381
KOR,BUN,19234,8629293,3503622397
KOR,BUN,197224,80644703,3250520347
KOR,BUN,19312,7663542,3046326917
KOR,BUN,76811,29210725,1187646736
KOR,BUN,19297,9671961,3873678412
KOR,BUN,83064,61098533,2469324964
KOR,BUN,16715,343172,1404373071
