DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,AXM,9512,1046447,4224705364
PAN,AXM,1222,1212543,4895266473
DEU,BOG,480,3000,12111570
DEU,BOG,90,6345,256159705
DEU,BOG,60,228,92047932
DEU,BOG,270,9405,379697719
DEU,BOG,12042,69029,2761229793
DEU,BOG,64,296,119500824
DEU,BOG,32,9256,3684508152
DEU,BOG,9,5175,2059996725
DEU,BOG,9,3267,1300484889
DEU,BOG,16,4560,181518552
DEU,BOG,1380,10935,434783978
DEU,BOG,28995,159991,654735969
DEU,BOG,50,4930,202947887
DEU,BOG,245,54726,2252845043
DEU,BOG,20,6256,2575338704
DEU,BOG,20,3604,1483619036
DEU,BOG,20,4216,1735554344
DEU,BOG,20,3332,1371647788
DEU,BOG,20,3332,1371647788
DEU,BOG,100,7780,320270702
DEU,BOG,10881,1577745,6369656337
DEU,BOG,1,252646,1008029748
DEU,BOG,27,60,2470626
DEU,BOG,9,20,823542
DEU,BOG,1300,200,811388
DEU,BOG,38160,61024,2493573432
DEU,BOG,62,998719,4056678656
DEU,BOG,5600,1008,409831632
DEU,BOG,12480,22464,913339065
DEU,BOG,13,148447,588380075
DEU,BOG,2560,4608,187091712
DEU,BOG,50,18500,74688015
DEU,BOG,44787,1391765,563972522
DEU,BOG,1800,297,118112148
DEU,BOG,10080,1808,721040767
DEU,BOG,165,504,19976392
DEU,BOG,375,104,41221128
DEU,BOG,20,50,1981785
DEU,BOG,82,320,12683424
DEU,BOG,24,88,34879416
DEU,BOG,1195,583,231076131
DEU,BOG,11984,53801,2132440295
DEU,BOG,13,70,2774499
DEU,BOG,75,285,11296174
DEU,BOG,2,28745,118331379
DEU,BOG,1,56833,233958159
DEU,BOG,1,19419,79940061
DEU,BOG,986,8815493,3628977033
DEU,BOG,9,32555,134015587
DEU,BOG,1,4102,16886252
DEU,BOG,2,633136,2606361325
DEU,BOG,6,687384,2829678097
DEU,BOG,1,37212,153100959
DEU,BOG,5,875308,3601270949
DEU,BOG,19660,65492,2633087608
DEU,BOG,3,223831,905286716
DEU,BOG,2,74698,296070751
DEU,BOG,4,450,17877985
DEU,BOG,1,1457,599787163
DEU,BOG,1,37419,154038681
DEU,BOG,38,745653,3051458141
DEU,BOG,1,50,200253
DEU,BOG,1,50,200253
DEU,BOG,21600,29429,1188104645
DEU,BOG,58200,877565,3554730417
DEU,BOG,560,492156,2014064763
DEU,BOG,80964,348736,1391418279
DEU,BOG,3,103155,4100504089
DEU,BOG,4,13933,5638838363
DEU,BOG,5,1886035,7632991108
DEU,BOG,6000,1140,46482816
DEU,BOG,14400,2736,1115587584
DEU,BOG,17,2679,10649266
DEU,BOG,1,8283,3292567
DEU,BOG,1,51437,204466704
DEU,BOG,498,2143,8518617
DEU,BOG,16,9543,37934277
DEU,BOG,772,3858,15335896
DEU,BOG,312,2271,9027424
DEU,BOG,8,804,319597
DEU,BOG,16,172,683714
DEU,BOG,2,5111,20316684
DEU,BOG,2,7287,2896648
DEU,BOG,2,35464,14097259
DEU,BOG,1,12216,48559699
DEU,BOG,1,7351,29220886
DEU,BOG,1,33434,132903159
DEU,BOG,20,64296,255582386
DEU,BOG,1,2572,10223931
DEU,BOG,29,555615,2208619616
DEU,BOG,14,216,858619
DEU,BOG,2,949821,3907839042
DEU,BOG,1,182361,750286038
DEU,BOG,5,1400464,576191503
DEU,BOG,145,725,29412815
DEU,BOG,2,219678,873239821
DEU,BOG,101,631488,2510221623
DEU,BOG,16,262548,1061878011
DEU,BOG,24320,47168,1923246899
DEU,BOG,3231,497205,1977304731
DEU,BOG,58360,105768,4343605351
DEU,BOG,1,547088,2165248473
DEU,BOG,10530,18954,769332945
DEU,BOG,79320,1444264,5757952701
DEU,BOG,2050,369,146745396
DEU,BOG,11100,27806,110580013
DEU,BOG,2250,1202,491898066
DEU,BOG,1,92412,365745441
DEU,BOG,510,7701,306256448
DEU,BOG,97812,55138,2248218867
DEU,BOG,300,19183,789900309
DEU,BOG,3,2804041,1114631534
DEU,BOG,11,11398151,4530867606
DEU,BOG,1,4499933,1832199473
DEU,BOG,1,300,1213353
DEU,BOG,1056,6336,2606814144
DEU,BOG,1836,994896,4070806538
DEU,BOG,200,1200,4937148
DEU,BOG,1224,6357,2615454153
DEU,BOG,12,471,19123306
DEU,BOG,2139,12960,527173464
DEU,BOG,597,1622,657911239
DEU,BOG,16172,9647492,3929434876
DEU,BOG,6400,832,333220992
DEU,BOG,9,4785,18965682
DEU,BOG,48,2912,115419158
DEU,BOG,125,395,15656101
DEU,BOG,280,2114,837898698
DEU,BOG,118,86828,344148855
DEU,BOG,25,129,51130053
DEU,BOG,338,2163,85732019
DEU,BOG,2625,1873,742376661
DEU,BOG,1446,95815,379769458
DEU,BOG,59,5407675,2190656283
DEU,BOG,400,114,46023966
DEU,BOG,10440,16704,674372217
DEU,BOG,91440,136908,5514154033
DEU,BOG,559,474033,1939899466
DEU,BOG,2720,36992,149710693
DEU,BOG,4420,60554,245068698
DEU,BOG,5780,7514,300940208
DEU,BOG,9520,12376,495666225
DEU,BOG,4760,14825,590134327
DEU,BOG,11970,19152,759102926
DEU,BOG,58440,93504,3706096492
DEU,BOG,8160,2448,976725072
DEU,BOG,4,4400,17981766
DEU,BOG,1820,14875,5895810375
DEU,BOG,1280,128,5107059
DEU,BOG,16070,45565,1843549145
DEU,BOG,8050,24594,979005979
DEU,BOG,333354,285838411,11575369464
DEU,BOG,43517,823212,3329489166
DEU,BOG,2261524,301306,1225046922
DEU,BOG,107804,111164,449603909
ARM,BOG,50,5,202847
ARM,BOG,100,10,398067
ARM,BOG,70,7,2786469
ARM,BOG,60,6,2388402
ARM,BOG,1173,15,5971005
ARM,BOG,400,68,27030612
ARM,BOG,8640,26784,1081320969
ARM,BOG,400,74,30173056
ARM,BOG,1800,331,134963264
ARM,BOG,560,18384,747454833
ARM,BOG,60,138,56107902
ARM,BOG,970,1552,61720556
ARM,BOG,38505,584225,2323369349
ARM,BOG,400,4,1590736
ARM,BOG,2900,43703,177300448
ARM,BOG,3950,57956,235124014
ARM,BOG,200,64,25838016
ARM,BOG,800,144,57241296
ARM,BOG,1050,15971,64934732
ARM,BOG,2100,32466,131999938
ARM,BOG,76,152,617142
ABW,BOG,1,763,30329936
ABW,BOG,4,182,72346638
ABW,BOG,240,10598,4212800382
ABW,BOG,9,7476,297177728
ABW,BOG,3,1827,72624894
ABW,BOG,2,1274,50642646
ABW,BOG,9,4221,167788548
ABW,BOG,3,2051,81529095
ABW,BOG,33,22722,903219949
ABW,BOG,25,9975,396515227
ABW,BOG,15,1078,4285147
ABW,BOG,1,182,7234663
ABW,BOG,2842,79924,324246872
ABW,BOG,2639,80252,325577548
ABW,BOG,1734,89876,364621539
ABW,BOG,184,70523,286107579
ABW,BOG,1500,2858,1155920958
ABW,BOG,2,7225,2872002525
ABW,BOG,1,5054,2009010486
ABW,BOG,600,3600,14363604
ABW,BOG,7278,394776,1562432609
ABW,BOG,10613,500016,1978948324
ABW,BOG,15768,361656,1431351267
ABW,BOG,2049,9321,3689037417
ABW,BOG,6281,366384,1450063603
ABW,BOG,10,3,1218045
ABW,BOG,9868,622124,251163279
ABW,BOG,219,28486,115003394
ABW,BOG,877,113943,46000954
ABW,BOG,1316,52413,211601239
ABW,BOG,657,45576,183998971
ABW,BOG,25655,566348,2286454475
ABW,BOG,112,173762,701510208
ABW,BOG,96,4,1602024
ABW,BOG,85,4,1602024
ABW,BOG,259,8,3204048
ABW,BOG,96,4,1602024
ABW,BOG,48,2,801012
ABW,BOG,125,4,1602024
ABW,BOG,115,2,801012
ABW,BOG,4325,1384,562705336
ABW,BOG,3280,14588,593117445
ABW,BOG,6160,154358,623172573
ABW,BOG,804,42719,172464719
ABW,BOG,268,5696,22995834
ABW,BOG,536,11392,45991668
ABW,BOG,7767,167741,677202282
ABW,BOG,105,99677,402414987
ABW,BOG,1,20027,802093366
ABW,BOG,90,18391,74113539
ABW,BOG,75,16965,68345916
ABW,BOG,252,54914,221112888
ABW,BOG,29600,4456566,178966386
ABW,BOG,1160,1624,6628445
ABW,BOG,5700,1896,760389636
ABW,BOG,1280,3232,131695333
ABW,BOG,4850,2600,104438437
ABW,BOG,100,18,7411878
ABW,BOG,2700,13137,527326034
ABW,BOG,255,1497,61309115
ABW,BOG,2584,276376,1107340844
ABW,BOG,212,374196,1515603389
ABW,BOG,30,6131,25090075
ABW,BOG,25,5653,23133941
ABW,BOG,84,18306,74914192
ABW,BOG,625,239,95004651
ABW,BOG,205,2254,8959852
ABW,BOG,6745,35666,141775559
ABW,BOG,75,4035,16039488
ABW,BOG,105835,514963,2047024269
ABW,BOG,954,6131,24405487
ABW,BOG,10529,5653,22502727
ABW,BOG,2672,18306,72870145
ABW,BOG,56011,46620201,1869878521
BIH,BOG,800,136,55294744
BIH,BOG,400,5956,24215845
BIH,BOG,800,1148,46675269
BIH,BOG,39910,11157,4435007913
BIH,BOG,11700,1404,558102636
AIA,BOG,191,172968,688528528
ATG,BOG,2,3658,146505094
ATG,BOG,70,525458,2104490817
ATG,BOG,232,458032,1834445641
ATG,BOG,6,42636,170759738
ATG,BOG,6,279,111741174
ATG,BOG,150,20577,824121196
ATG,BOG,20,87978,352357168
ATG,BOG,116,49273,1973413213
ATG,BOG,158,235334,94252679
ATG,BOG,41,283075,1133732359
ATG,BOG,142,139366,558169191
ATG,BOG,6,1149,46018139
SAU,BOG,4968,337248,1380130107
SAU,BOG,1400,900,3654135
SAU,BOG,4800,576,232963776
SAU,BOG,26619,2022811,8246940435
SAU,BOG,60159,4409,1788280569
SAU,BOG,120,4848,192153873
SAU,BOG,46,27186,107753614
SAU,BOG,40,183,72533331
SAU,BOG,528,22176,87896128
SAU,BOG,81,24975,9899016
SAU,BOG,25,1485,58859014
SAU,BOG,5661,29045,11512189
SAU,BOG,20,90,3567213
SAU,BOG,3180,22026,894288639
SAU,BOG,3934,338952,1360690519
SAU,BOG,85,744,296847816
SAU,BOG,13450,47535,1957353448
SAU,BOG,2400,456,187767576
SAU,BOG,300,96,39530016
SAU,BOG,800,256,105413376
SAU,BOG,1290,12585,518213803
SAU,BOG,1000,334,137531514
SAU,BOG,1430,4050,166767255
SAU,BOG,1,1307768,5332345553
SAU,BOG,89,105485,4269093983
SAU,BOG,10,78316,3113131484
SAU,BOG,12960,650268,2594497791
SAU,BOG,28,7974,32375636
SAU,BOG,10880,3625991,1479850183
SAU,BOG,90,39825,163851599
SAU,BOG,300,75392,30806968
SAU,BOG,98,1292,52457138
SAU,BOG,60,34006,139910545
SAU,BOG,3749,200739,820632045
SAU,BOG,76,26251,107421138
SAU,BOG,2720,25845,1045592591
SAU,BOG,7970,35930,1428249837
SAU,BOG,1440,20640,826867296
SAU,BOG,2,3796,1508944164
SAU,BOG,70,56791,229276057
ARG,BOG,25480,2548,1009917636
ARG,BOG,31650,923375,3778755213
ARG,BOG,26200,5134,2072693346
ARG,BOG,58800,1002175,398373582
ARG,BOG,80,1210,48938571
ARG,BOG,150,5965,2441074845
ARG,BOG,244,2529043,1026017571
ARG,BOG,6,72993,2893128649
ARG,BOG,278,3414,1405403826
ARG,BOG,441,591768,2389079851
ARG,BOG,960,207232,8370334003
ARG,BOG,4,254014,101734131
ARG,BOG,73,132841,536304356
ARG,BOG,953254,6865882,279952219
ARG,BOG,3,451562,182304159
ARG,BOG,1,95891,388081425
ARG,BOG,2,590573,2384255409
ARG,BOG,4,6195,25010392
ARG,BOG,1,1995,8054194
ARG,BOG,11,22824,92144824
ARG,BOG,1700,102,40545918
ARG,BOG,10,632,2551504
ARG,BOG,2,244,985074
ARG,BOG,10,212363,857349779
ARG,BOG,1,1758,709738
ARG,BOG,126,756,3005168
ARG,BOG,1,3751,15143499
ARG,BOG,2405,153163,618348131
ARG,BOG,1,457,18449958
ARG,BOG,4,48,193783
ARG,BOG,2,674678,2723803274
ARG,BOG,1,20810,840139239
ARG,BOG,5,413,16673594
ARG,BOG,1,40,1590036
ARG,BOG,3,3466,13777661
ARG,BOG,4,75,29813175
ARG,BOG,5,232,9553087
ARG,BOG,4200,2142,86404638
ARG,BOG,13150,17884,721410157
ARG,BOG,400,306,123435198
ARG,BOG,14875,4418,1782146094
ARG,BOG,6125,67375,271779296
ARG,BOG,880,5104,205886683
ARG,BOG,10120,2366,95579323
ARG,BOG,16975,186725,768879399
ARG,BOG,1,3413,13778929
ARG,BOG,10,1338,54017602
ARG,BOG,2,83038,335240183
ARG,BOG,28,258415,1043270453
ARG,BOG,1,23955,96710886
ARG,BOG,11,145007,58542081
ARG,BOG,1,292165,1179525616
ARG,BOG,17,111693,450925862
ARG,BOG,3,21204,85604576
ARG,BOG,2,19966,80606535
ARG,BOG,5,24788,101440676
ARG,BOG,5000,24000,97068240
ARG,BOG,112000,325192,1330792977
ARG,BOG,3334,7496,30477161
ARG,BOG,1248,9243,37580096
ARG,BOG,14,22221,90345919
ARG,BOG,238,92344,36984326
ARG,BOG,229033,190311923,7637141251
AUS,BOG,1980,30237,123739782
AUS,BOG,3080,8624,342811761
AUS,BOG,6450,3753,1535851449
AUS,BOG,34,33164,1320149398
AUS,BOG,5,11684,465101482
AUS,BOG,4,1280,50952576
AUS,BOG,5,5864,233426488
AUS,BOG,14,1360,54137112
AUS,BOG,965,708,288682752
AUS,BOG,60,11176388,4476210452
AUS,BOG,6,6264,257863197
AUS,BOG,9,2016,829904544
AUS,BOG,9,28836,1187059892
AUS,BOG,7,17568,723202531
AUS,BOG,7,12672,521654284
AUS,BOG,6000,2969,1203866047
AUS,BOG,15800,5492,2176792644
AUS,BOG,219242,327243,1339202902
AUS,BOG,32360,58645,2383520593
AUS,BOG,500,13835,56024427
AUS,BOG,226,140486,578480607
AUS,BOG,477,1268112,5168381015
AUS,BOG,1,6158,24906092
AUS,BOG,208,129965,526781318
AUS,BOG,349,120854,484027521
AUS,BOG,12867,19483,78826476
AUS,BOG,1,963,38948631
AUS,BOG,1422,3783136,1530163569
AUS,BOG,40,49393,199408925
AUS,BOG,558,140942,5712048878
AUS,BOG,5178,7678007,3101146696
AUS,BOG,71,182756,737820695
AUS,BOG,169,203406,821188669
AUS,BOG,22,731,29511858
AUS,BOG,358,30133,1216526462
AUS,BOG,30,8799,362317302
AUS,BOG,467,927563,381943544
AUS,BOG,211,235687,970490716
AUS,BOG,10,1374,56577335
AUS,BOG,1008,947804,3902782008
AUS,BOG,2932,13824,5620548096
AUS,BOG,22,20171,81634252
AUS,BOG,25600,943235,380484964
AUS,BOG,1216,7909,323662379
AUS,BOG,600,192,77514048
AUS,BOG,15000,11550,472664115
AUS,BOG,20,1289372,5309259978
AUS,BOG,12712,2436,982640988
AUS,BOG,75,114,45985662
AUS,BOG,83,331336,1351002659
AUS,BOG,1,2800,11331908
AUS,BOG,27150,6555,2661428325
AUS,BOG,480,624,25335336
AUS,BOG,2360,41188,1677772053
AUS,BOG,1080,19116,776138274
AUS,BOG,50,1755,71255632
AUS,BOG,23400,3372,136908258
AUS,BOG,1700,357,144947355
AUS,BOG,75,15075,61206761
AUS,BOG,112,988,40114282
AUS,BOG,4767,12888,510935709
AUS,BOG,9000,2428,963828816
AUS,BOG,102575,3239665,1305529294
AUS,BOG,18000,36995,1470584545
AUS,BOG,340,459,186360885
AUS,BOG,33,314,1270789
AUS,BOG,30,3630,145383678
AUS,BOG,5700,1667,666218895
AUS,BOG,8250,1740,69166566
AUS,BOG,1400,376,151798344
AUS,BOG,5400,810,32937273
AUS,BOG,118598,77975,3209911052
AUS,BOG,441,334122,132816502
AUS,BOG,329,135615,53908183
AUS,BOG,300,15,5984835
AUS,BOG,9200,1814,746749426
AUS,BOG,1,11655,4797885645
AUS,BOG,93630,178189,7193828489
AUS,BOG,255040,72546,2928819857
AUS,BOG,18376,651968,2591631477
AUS,BOG,45500,8962,3562475658
AUS,BOG,505,16875274,6829609016
AUS,BOG,552,460136,1821112456
AUS,BOG,1462,30460,1231957746
AUS,BOG,3,390,15745041
AUS,BOG,8,2304,930168576
AUS,BOG,6,1548,624957012
AUS,BOG,6,1800,7266942
AUS,BOG,38,8152,3291117288
AUS,BOG,12,3192,1288671048
AUS,BOG,14,2356,951161964
AUS,BOG,2,516,208319004
AUS,BOG,4,1288,519990072
AUT,BOG,13080,22236,906659558
AUT,BOG,25740,43758,1784206195
AUT,BOG,12793,11933355,4912472986
AUT,BOG,20160,32016,1292212598
AUT,BOG,72460,109588,4415437456
AUT,BOG,160,16,645412
AUT,BOG,380,38,1532855
AZE,BOG,7179,507046,2063140697
AZE,BOG,32,768,31225267
AZE,BOG,1,1865552,7634454416
AZE,BOG,1,17252,7060087716
AZE,BOG,1,12717,5204216061
AZE,BOG,1400,308,124345452
AZE,BOG,1000,320,12919008
AZE,BOG,432,3456,14143092
AZE,BOG,6400,85548,347820202
AZE,BOG,56300,790942,3215804074
BHS,BOG,192,841799,3398502504
BHS,BOG,200,90665,3660318313
BHS,BOG,682,768052,3100771853
BHS,BOG,219,1542985,6229323612
BHS,BOG,587,823962,3326491146
BHS,BOG,321,284687,1149335509
BHR,BOG,3468,2268,898937676
BHR,BOG,8237,363637,1480076557
BHR,BOG,480,1344,55000915
BHR,BOG,93116,240,9879816
BHR,BOG,54064,51500,212004385
BHR,BOG,1006,31672,127865881
BHR,BOG,3774,54296,219203268
BHR,BOG,36,9844,39130785
BHR,BOG,6,2951,1173049
BHR,BOG,82,23075,91725201
BHR,BOG,66,3131,12446006
BHR,BOG,18500,4520,179926284
BHR,BOG,16762,215386,856178734
BHR,BOG,4558,83414,333972636
BHR,BOG,11875,296875,12104900
BHR,BOG,103900,1565675,6296894548
BHR,BOG,7500,750,30547305
BHR,BOG,4000,800,32471952
BHR,BOG,920,1196,48244606
BHR,BOG,4110,274325,1129590795
BHR,BOG,6180,17464,712000493
BHR,BOG,328,4180,1705450116
BRB,BOG,58,578464,2367265581
BEL,BOG,80,5304,212428382
BEL,BOG,160,4624,185193974
BEL,BOG,69,19964,79957017
BEL,BOG,1692,97696,391278341
BEL,BOG,1,40,162406
BEL,BOG,2,100,400506
BEL,BOG,448,3504,1414631376
BEL,BOG,150,1275,514741725
BEL,BOG,2646,1383725,5484490898
BEL,BOG,1,131153,522076812
BEL,BOG,54432,222798,8856421018
BEL,BOG,3,462294,1891859605
BEL,BOG,6,138356,558569458
BMU,BOG,36,4932,201833715
BMU,BOG,481,2188875,8957598828
BMU,BOG,210,378648,1549552569
BMU,BOG,6,19908,81470105
BMU,BOG,8,16608,67965416
BMU,BOG,41,53302,218129373
BLR,BOG,26104,2608914,106376903
BLR,BOG,95350,3327048,1369981882
BLR,BOG,2800,532,219062172
BLR,BOG,56350,108205,4455568105
BLR,BOG,15200,261201,106051524
BLR,BOG,66150,2218052,910518904
BLR,BOG,2200,418,172120278
BLR,BOG,108250,2065997,8488933466
BLR,BOG,1936,59024,2399791889
BLR,BOG,212,4364,177431075
BLR,BOG,10000,3654,1504611234
BLR,BOG,750,1425,58677367
BLR,BOG,2100,399,164296629
BLR,BOG,960,3088,127154884
BLR,BOG,12800,16256,657898201
BLR,BOG,400,444,17674174
BLR,BOG,11150,146065,581436563
BLR,BOG,5600,728,298789392
BLR,BOG,26950,34618,1415148432
BLR,BOG,24225,59555,2367364849
BLR,BOG,33900,45909,1824924068
BLR,BOG,13200,175725,69852269
BLR,BOG,70,364,1473148
BLR,BOG,500,1,411659
BLR,BOG,43300,557288,2258455913
BLR,BOG,559350,733472,2969316984
BLR,BOG,1000,190,7689509
BLR,BOG,130,17933,717488
BLR,BOG,100,255,10150708
BLR,BOG,315,46155,185261112
BLR,BOG,200,612,243617
BLR,BOG,25,289,11504136
BOL,BOG,300,1338,539726454
BOL,BOG,1160,46102,1859676306
BOL,BOG,827,573643,2313978342
BOL,BOG,480,22816,913794489
BOL,BOG,160,5104,204418262
BOL,BOG,160,452,181028712
BOL,BOG,320,14376,575767425
BOL,BOG,160,10112,404991667
BOL,BOG,640,2032,813828192
BOL,BOG,800,48384,193780823
BOL,BOG,160,10398,416446138
BOL,BOG,6,75,30874425
BOL,BOG,35295,1057846,4354718265
BOL,BOG,3,9,3630447
BOL,BOG,1,4,1613532
BOL,BOG,2,10,403383
BOL,BOG,12,1639,656429334
BOL,BOG,4750,14120,561282708
BOL,BOG,21,13868,55189944
BOL,BOG,49,13387,54143855
BOL,BOG,8,3944,15609444
BOL,BOG,160,59451,236147425
BOL,BOG,9,3591,14414282
BOL,BOG,437,113989,458177117
BOL,BOG,9,3006,12157797
BOL,BOG,62,16596,66377417
BOL,BOG,75,17128,69274366
BOL,BOG,51,185,73218745
BOL,BOG,10,10252,40575058
BOL,BOG,1112,276275,1099319256
BOL,BOG,4,7636,30221531
BOL,BOG,269,97293,385755067
BOL,BOG,48,12911,5131848
BOL,BOG,3,14725,58278163
BOL,BOG,45,49195,194702495
BOL,BOG,12,21156,83730582
BOL,BOG,5,3085,12477313
BOL,BOG,5,3605,14580458
BOL,BOG,2,612,24221552
BOL,BOG,1,193,7638496
BOL,BOG,11,10813,43733286
BOL,BOG,24,22304,88274102
BOL,BOG,22,173,6846942
BOL,BOG,31,40513,160341135
BOL,BOG,19,988,39102767
BOL,BOG,325,136506,545748258
BOL,BOG,5,1775,7179005
BOL,BOG,44,16148,65087911
BOL,BOG,63,27604,109701678
BOL,BOG,90,30092,119097214
BOL,BOG,966,12328,498607192
BOL,BOG,1200,780,31547178
BOL,BOG,590,1534,62042783
BOL,BOG,1683,441239,1805695596
BOL,BOG,738,19103,781757799
BOL,BOG,586,313262,128197148
BOL,BOG,33484,222689,885208817
BOL,BOG,16072,30504,122759536
BOL,BOG,335006,760142,3026318549
BOL,BOG,345,7429,29530943
BOL,BOG,4032,7176,28525245
BOL,BOG,21576,48996,194763509
BOL,BOG,81888,153922,616327968
BOL,BOG,7913,17741,71564178
BOL,BOG,3642,8166,32940255
BOL,BOG,1247,23798,94959384
BOL,BOG,278,53158,21432143
BOL,BOG,17532,33187,133149388
BOL,BOG,19487,41586,166099907
BOL,BOG,14889,202466,812995652
BOL,BOG,11134,10645,428714179
BOL,BOG,140191,15479648,6194268907
BOL,BOG,10773,1007722,3988331899
BOL,BOG,4597,571392,2350872391
BOL,BOG,53621,6428156,2644729795
BOL,BOG,70902,6588293,271061480
BOL,BOG,4353,4397,1809053312
BOL,BOG,720,327055,1309874898
BOL,BOG,42471,180249,7165059974
BOL,BOG,157956,5231234,209180223
BOL,BOG,208684,8737425,3499391137
BOL,BOG,304,511555,2093451873
BOL,BOG,225,404,16059363
BOL,BOG,4645,981,39175846
BOL,BOG,117,261,10436308
BOL,BOG,18714,7885,3180674955
BOL,BOG,20,1498,59573063
BOL,BOG,47,24094,96252344
BOL,BOG,63,43295,173399072
BOL,BOG,15,10995,43725355
BOL,BOG,467,177189,708849124
BOL,BOG,82,28585,114305668
BOL,BOG,168,68104,271575422
BOL,BOG,1439,341674,1366321887
BOL,BOG,247,64526,258176689
BOL,BOG,145,4921,196646794
BOL,BOG,122,31714,12664885
BOL,BOG,7,3276,13120576
BOL,BOG,2407,541758,2164502504
BOL,BOG,633,256503,1022380971
BOL,BOG,916,188395,752819787
BOL,BOG,14,15708,62468202
BOL,BOG,5,488,19544692
BOL,BOG,93,5928,236067597
BOL,BOG,5,1585,634802
BOL,BOG,178,159077,635635386
BOL,BOG,6,2892,11582633
BOL,BOG,416,186899,747417395
BOL,BOG,50,1105,44255913
BOL,BOG,42,20602,82043059
BOL,BOG,7,3633,14447859
BOL,BOG,20,799,32000429
BOL,BOG,354,140867,562208688
BOL,BOG,5504,504232,2023907513
BOL,BOG,4048,10,400506
BOL,BOG,102598,5193666,2136824809
BOL,BOG,10882,1103226,4538991699
BOL,BOG,5,2695,10880227
BOL,BOG,54,36029,145881984
BOL,BOG,42,23658,9641994
BOL,BOG,197,85191,346607645
BOL,BOG,222,61274,24938182
BOL,BOG,27,10609,43415528
BOL,BOG,307,69238,28195869
BOL,BOG,5,215,8798509
BOL,BOG,12,4008,16402058
BOL,BOG,208,52421,212209363
BOL,BOG,117,30309,122728769
BOL,BOG,17,7055,28756972
BOL,BOG,2340,518265,2117183832
BOL,BOG,579,255034,1034287598
BOL,BOG,284,52206,213128675
BOL,BOG,5,4515,18227912
BOL,BOG,31,24612,100720425
BOL,BOG,9,8847,36204843
BOL,BOG,142,132512,538644805
BOL,BOG,157,46209,187209575
BOL,BOG,453,163384,664779254
BOL,BOG,22,781,31961097
BOL,BOG,127,47951,195705168
BOL,BOG,17,6868,28106122
BOL,BOG,208,104152,423205603
BOL,BOG,5792,522755,2114194291
BOL,BOG,4371,414168,165876769
BOL,BOG,1287,218672,866721779
BOL,BOG,10,113397,4578052344
BOL,BOG,240,7620,307633878
BOL,BOG,19,23656,95503766
BOL,BOG,110,86651,34982655
BOL,BOG,80,32862,132670137
BOL,BOG,155,138741,560123777
BOL,BOG,477,156708,63265997
BOL,BOG,102,60312,243491003
BOL,BOG,525,491334,1983608711
BOL,BOG,40,16048,637922442
BOL,BOG,9,35235,140062295
BOL,BOG,150,2220,88575558
BOL,BOG,70,1340,53464526
BOL,BOG,210,21,83594
BOL,BOG,10,10,398067
BOL,BOG,14,98,3901056
BOL,BOG,200,34400,139669160
BOL,BOG,83,25,100929
BOL,BOG,13212,83676,3444597848
BOL,BOG,56,63532,256766221
BOL,BOG,974,442034,1757124933
BOL,BOG,44,8602,341937241
BOL,BOG,48,68592,272659373
BOL,BOG,16,30353,122540828
BOL,BOG,10,2162,87284047
BOL,BOG,522,344484,1393268982
BOL,BOG,17,46619,18820976
BOL,BOG,41,5965,236815615
BOL,BOG,35,6475,261408052
BOL,BOG,32,432,177836688
BOL,BOG,9,1575,64836292
BOL,BOG,1937,331261,1340911549
BOL,BOG,52,676,267545252
BOL,BOG,204,32275,1300012326
BOL,BOG,61,10935,441466726
BOL,BOG,173,24295,98902542
BOL,BOG,38,74822,297424183
BOL,BOG,1455,1850858,7359711703
BOL,BOG,285,748061,3009084808
BOL,BOG,152,265688,1071895661
BOL,BOG,80,76718,305564074
BOL,BOG,38,8626,342891263
BOL,BOG,2394,11001,452866065
BOL,BOG,8,10832,43058174
BOL,BOG,195,12,4853412
BOL,BOG,6,15,606676
BOL,BOG,40,6,2426706
BOL,BOG,408837,3549516,1434490117
BOL,BOG,19194,748386,3017557766
BOL,BOG,34157,878802,3525876572
BOL,BOG,621,16677,6768574
BOL,BOG,159172,1489998,6020296847
BOL,BOG,4039,13652,5521565
BOL,BOG,2115,10023,40231356
BOL,BOG,165545,1587886,6426019755
BOL,BOG,3974,181678,729217779
BOL,BOG,111,2043,8097573
BOL,BOG,20432,309764,1262235634
BOL,BOG,16307,33323,13577652
BOL,BOG,35252,639515,259306857
BOL,BOG,18571,77747,31450603
BOL,BOG,5665,56543,230117457
BOL,BOG,3753,93725,377175957
BOL,BOG,885,12193,48695834
BOL,BOG,58,947,385030313
BOL,BOG,1486,48532,196411292
BOL,BOG,13911,1236102,4993833533
BOL,BOG,2877,7173,286209871
BOL,BOG,3011,96454,392712451
BOL,BOG,300,86927,357940177
BOL,BOG,165,10353,42630651
BOL,BOG,18866,227715,912012237
BOL,BOG,603,10397,41640608
BOL,BOG,4,1400,5764794
BOL,BOG,1,600,2470626
BOL,BOG,84611,12308457,4878543091
BOL,BOG,1851,128422,509009586
BOL,BOG,3742,259705,1029358946
BOL,BOG,33,2255,893785
BOL,BOG,912,632633,2507485179
BOL,BOG,76,1360,56000856
BOL,BOG,757,52538,20823804
BOL,BOG,10,10625,437506687
BOL,BOG,83547,69587215,2790744524
BOL,BOG,30000,6201,2552697459
BOL,BOG,115,2406,959967534
BOL,BOG,1,18,7181802
BOL,BOG,202,7272,2901448008
BOL,BUN,61027,4282755,1738862771
BOL,BUN,17509,770349,3127732491
